,Unnamed: 0,Number,text,contains_ref,spellchecked_text,normalized_text
1284,740,841,"Survey drones patrolled highways, inspecting infrastructure for cracks or damage.",False,Survey drones patrolled highways inspecting infrastructure for cracks or damage,survey drone patrol highway inspect infrastructure crack damage
1285,741,842,"Mentoring circles empowered novices, bridging skill gaps within software industries.",False,Mentoring circles empowered novices bridging skill gaps within software industries,mentor circle empower novice bridging skill gap software industry
1286,742,843,"Transit authorities unveiled rail expansions, optimizing commuter mobility across corridors.",False,Transit authorities unveiled rail expansions optimizing commuter mobility across corridors,transit authority unveil rail expansion optimize commuter mobility corridor
1287,743,844,"Gem collectors organized exhibits, displaying minerals gleaned from distant quarries.",False,Gem collectors organized exhibits displaying minerals gleaned from distant quarries,gem collector organize exhibit display mineral glean distant quarry
1288,744,845,"Astronomy fans built star maps, referencing constellations visible during months.",False,Astronomy fans built star maps referencing constellations visible during months,astronomy fan build star map reference constellation visible month
1289,745,846,"Aquaculture facilities bred trout, advancing fish farming across interior regions.",False,Aquaculture facilities bred trout advancing fish farming across interior regions,aquaculture facility breed trout advance fish farm interior region
1290,746,847,"Nordic tourists booked cabins, retreating amid northern lights dancing overhead.",False,Nordic tourists booked cabins retreating amid northern lights dancing overhead,nordic tourist book cabin retreat northern light dance overhead
1291,747,848,"Street chefs improvised recipes, innovating accessible dishes for neighborhood diners.",False,Street chefs improvised recipes innovating accessible dishes for neighborhood diners,chef improvise recipe innovate accessible dish neighborhood diner
1292,748,849,"Rare coin collectors identified proofs, securing auctions yielding international transactions.",False,Rare coin collectors identified proofs securing auctions yielding international transactions,rare coin collector identify proof secure auction yield international transaction
1293,749,850,"Librarians curated multilingual collections, assisting refugees adjusting inside cultural settings.",False,Librarians curated multilingual collections assisting refugees adjusting inside cultural settings,librarian curate multilingual collection assist refugee adjust cultural setting
1294,750,851,"Pilots tested autopilot features, verifying reliability under atmospheric flight conditions.",False,Pilots tested autopilot features verifying reliability under atmospheric flight conditions,pilot test autopilot feature verify reliability atmospheric flight condition
1295,751,852,"Co-working communities fostered collaboration, uniting freelancers across different professional fields.",False,nonworking communities fostered collaboration uniting freelancers across different professional fields,nonworke community foster collaboration unite freelancer different professional field
1296,752,853,"Genetics labs sequenced algae, revealing breakthroughs regarding biofuel production methods.",False,Genetics labs sequenced algae revealing breakthroughs regarding biofuel production methods,genetic lab sequence algae reveal breakthrough biofuel production method
1297,753,854,"Revolutionary orators ignited uprisings, mobilizing citizens behind political reformation agendas.",False,Revolutionary orators ignited uprisings mobilizing citizens behind political reformation agendas,revolutionary orator ignite uprising mobilize citizen political reformation agenda
