,normalized_text,text,contains_ref
1314,historian reexamine letter challenge bias national archive worldwide,historian reexamine letter challenge bias national archive worldwide,False
1315,seamstresse embroider pattern highlight heritage pass ancestral lineage,seamstresse embroider pattern highlight heritage pass ancestral lineage,False
1316,builder complete highway enable supply route bridge isolate resource hubs,builder complete highway enable supply route bridge isolate resource hubs,False
1317,orchard worker gather produce stack crate tractor draw wagon daily,orchard worker gather produce stack crate tractor draw wagon daily,False
1318,volunteer tutor improve literacy distribute textbook establish learning facility,volunteer tutor improve literacy distribute textbook establish learning facility,False
1319,vegan recipe channel thrive guide follower plant base dietary habit,vegan recipe channel thrive guide follower plant base dietary habit,False
1320,cross country caravan form route ferry merchant sweep desert plain,cross country caravan form route ferry merchant sweep desert plain,False
1321,literary critic dissect metaphor spotlight nuance overlook mainstream reader,literary critic dissect metaphor spotlight nuance overlook mainstream reader,False
1322,learn platform expand globally deliver content self pace skill development,learn platform expand globally deliver content self pace skill development,False
1323,weaver braid mat sell craft support local fair trade cooperative worldwide,weaver braid mat sell craft support local fair trade cooperative worldwide,False
1324,journalism internship offer experience teach basic investigative reporting procedure,journalism internship offer experience teach basic investigative reporting procedure,False
1325,fossil display amazed visitor illustrate evolution prehistoric reptile specie,fossil display amazed visitor illustrate evolution prehistoric reptile specie,False
1326,distance runner pace persevere terrain encounter ultramarathon,distance runner pace persevere terrain encounter ultramarathon,False
