,level_0,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
348,151,151,320,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,2,"IF the putrefaction proceedeth most of the earth or vppermost partes of the earth , as from stinking channells , standing lakes , priuyes , or other polluted places , as dunghills , vncleane kept houses , and such like , then there will be felt many sudden great stinches , and vnsauerie smells , such as cannot be distinguished , or discerned , what it is , or whereof it commeth , because it is confounded , beeing made of diuers stinches : in that yeare there wil be many frogges , toades , venemous wormes , fleas , and flyes .",stinking great vnsauerie diuers channells standing lakes priuyes other polluted places dunghills vncleane kept houses many frogges toades venemous wormes fleas flyes stinches smells stinches,Olfactive,Quality,103,putrefaction proceedeth earth vppermost partes earth stinking channells standing lakes priuyes polluted places dunghills vncleane kept houses like felt many sudden great stinches vnsauerie smells cannot distinguished discerned whereof commeth because confounded beeing made diuers stinches yeare wil many frogges toades venemous wormes fleas flyes,stinking great vnsauerie diuers channells standing lakes priuyes polluted places dunghills vncleane kept houses many frogges toades venemous wormes fleas flyes stinches smells stinches,putrefaction proceedeth earth vppermost partes earth stinking channells standing lakes priuyes polluted places dunghills vncleane kept houses like felt many sudden great stinches vnsauerie smells stinking,0.64,0.7083333333333334,0.6538461538461539,0.7083333333333334
349,583,584,1335,082E Isabella Beeton 1861 The Book of Household Management__480_distribution_HOUS.txt,12,"Prussic Acid ( a thin , transparent , and colourless liquid , with a peculiar smell , which greatly resembles that of bitter almonds ) .",which greatly resembles that of bitter almonds peculiar Prussic Acid smell,Olfactive,Evoked\_Odorant,26,prussic acid thin transparent colourless liquid peculiar smell greatly resembles bitter almonds,greatly resembles bitter almonds peculiar prussic acid smell,prussic acid thin transparent colourless liquid peculiar smell smell bitter,0.5,0.5,0.6,0.625
350,233,233,532,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,8,"A third degree of Balsamicks is in the Geranium Moschatum , and Geranium Columbinum , which taste Astringent , & smell of Musk ; and since other Geraniums smell of Turpentine , but these of Musk , I do suppose that the highest state of the Oyl Vegetable , is a rarefied Turpentine , which thereby becomes Odoriferous : Hence Terebinthinates taken inwardly , after a farther separation from their Acid , by the Salts of the Blood , cause a Violet Smell in the rine , because Aromaticks produce the same effects in the rine ; therefore Aromatick Odors , and Turpentine , are of an agreeable nature .",Geranium Moschatum Geranium Columbinum other Geraniums these in the rine Violet Aromatick agreeable of Musk Turpentine of Musk Turpentine Terebinthinates Turpentine smell smell Odoriferous Smell Aromaticks Odors,Olfactive,Odour\_Carrier,110,third degree balsamicks geranium moschatum geranium columbinum taste astringent smell musk since geraniums smell turpentine musk suppose highest state oyl vegetable rarefied turpentine thereby becomes odoriferous hence terebinthinates taken inwardly farther separation acid salts blood cause violet smell rine because aromaticks produce effects rine therefore aromatick odors turpentine agreeable nature,geranium moschatum geranium columbinum geraniums rine violet aromatick agreeable musk turpentine musk turpentine terebinthinates turpentine smell smell odoriferous smell aromaticks odors,geraniums moschatum astringent smell musk smell musk odoriferous smell odors odors odors odors odors odors,1.0,0.09523809523809523,0.9333333333333333,0.42857142857142855
351,306,306,714,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,100,"The odour itself is a sufficient proof , independently of distillations of sputa at a temperature of 230 ° Fahr . ; and I may add that ordinary pulmonary vapour itself , if collected and kept a while , quickly becomes fetid , and even the condensed vapours on the windows of rooms crowded with people smells offensively although the highest temperature cannot exceed 90 ° .",offensively ordinary pulmonary vapour the condensed vapours odour fetid smells,Olfactive,Quality,67,odour sufficient proof independently distillations sputa temperature ° fahr may add ordinary pulmonary vapour collected kept quickly becomes fetid even condensed vapours windows rooms crowded people smells offensively although highest temperature cannot exceed °,offensively ordinary pulmonary vapour condensed vapours odour fetid smells,odour odour fetid,1.0,0.1111111111111111,1.0,0.2222222222222222
352,549,549,1251,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,46,"Whereby we vnderstand , that no hot reeking dung , or filthy stinking carcasse cast out into the chanell , is so odious to our sight and smell , as the impenitent sinner is in the sight & nostrels of God and Angels .",hot filthy odious to dung carcasse reeking stinking smell,Olfactive,Quality,44,whereby vnderstand no hot reeking dung filthy stinking carcasse cast chanell odious sight smell impenitent sinner sight nostrels god angels,hot filthy odious dung carcasse reeking stinking smell,hot reeking dung filthy stinking carcasse cast chanell odious sight smell reeking stinking smell,0.7272727272727273,1.0,0.7857142857142857,1.0
353,164,164,353,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,29,"And for this cause well said Sauonarola in his treatise of Vrines , that there are other signes also to be obserued in the annoying of putrified members , if we purpose well and orderly to examine , trie and finde out any skill concerning vrines .",vrines,Olfactive,Smell\_Source,47,cause well said sauonarola treatise vrines signes also obserued annoying putrified members purpose well orderly examine trie finde skill concerning vrines,vrines,sauonarola treatise vrines signes also obserued annoying putrified members purpose well orderly examine trie finde skill concerning vrines,0.1111111111111111,1.0,0.1111111111111111,1.0
354,317,317,740,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,23,In my first case I could only liken it to the delicate scent of a decaying apple . - In the case of Oliver S .,delicate of a decaying apple scent,Olfactive,Quality,26,first case could only liken delicate scent decaying apple case oliver,delicate decaying apple scent,delicate scent scent,1.0,0.5,1.0,0.5
355,136,136,289,009E Erasmus Darwin 1794 Zoonomia or the laws of organic life London 1794 ECCO TCP_MED.txt,25,"Now as the suffocating sensation , that produces respiration , is removed almost as soon as perceived , and does not recur again : this disagreeable irritation of the lacrymal ducts , as it must frequently recur , till the tender organ becomes used to variety of odours , is one of the first pains that is repeatedly attended to : and hence throughout our infancy , and in many people throughout their lives , all disagreeable sensations are attended with snivelling at the nose , a profusion of tears , and some peculiar distortions of countenance : according to the laws of early association before mentioned , which constitutes the natural or universal language of grief .",variety of odours,Olfactive,Quality,118,suffocating sensation produces respiration removed almost soon perceived not recur again disagreeable irritation lacrymal ducts must frequently recur till tender organ becomes used variety odours one first pains repeatedly attended hence throughout infancy many people throughout lives disagreeable sensations attended snivelling nose profusion tears peculiar distortions countenance according laws early association mentioned constitutes natural universal language grief,variety odours,suffocating sensation produces respiration removed almost soon perceived not recur again disagreeable irritation lacrymal ducts must frequently recur till tender organ becomes used variety odours suffocating nose,0.08,1.0,0.07407407407407407,1.0
356,410,410,918,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,3,"Fritz Muller , who is prosecuting entomological research in the virgin forests of Brazil , stated that he was brought to consider as sexual organs for the diffusion of odours the various pencils , tufts and manes of hair , and the chalky , silky , or velvety spots of peculiar scales , as well as the recurved margin or other pouches enclosing pale buff or white down , which distinguish the wings of many of the brilliant exotic male butterflies .",the various pencils tufts manes of hair odours,Olfactive,Smell\_Source,82,fritz muller prosecuting entomological research virgin forests brazil stated brought consider sexual organs diffusion odours various pencils tufts manes hair chalky silky velvety spots peculiar scales well recurved margin pouches enclosing pale buff white distinguish wings many brilliant exotic male butterflies,various pencils tufts manes hair odours,fritz muller prosecuting entomological research virgin forests brazil stated brought consider sexual organs diffusion odours,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.16666666666666666
357,197,197,434,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,25,"The effects of Aromaticks on the Body , are to warm the Stomach , and discuss Wind ; and these constitute the Class of the Sweet Aromaticks , or Fennil-Tastes : These are accounted Carminatives , because they rarefie the flatuous exhalations from the Chyle , in the primae viae , and so discuss them .",exhalations from the Chyle flatuous,Olfactive,Odour\_Carrier,56,effects aromaticks body warm stomach discuss wind constitute class sweet aromaticks fenniltastes accounted carminatives because rarefie flatuous exhalations chyle primae viae discuss,exhalations chyle flatuous,aromaticks body warm stomach discuss wind constitute class sweet aromaticks fenniltastes accounted carminatives because rarefie flatuous exhalations,0.11764705882352941,0.6666666666666666,0.11764705882352941,0.6666666666666666
358,569,570,1299,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,2,"The Inconvenience is , that the Wine becomes more heady , for which Elder Flowers added to the Clary is a Remedy , which also betters the Fragancy thereof , as ’ tis manifest in Elder-Vinegar ; but these Flowers are apt to make the Wine ropy .",Elder Flowers which Fragancy,Olfactive,Smell\_Source,48,inconvenience wine becomes heady elder flowers added clary remedy also betters fragancy thereof ’ tis manifest eldervinegar flowers apt make wine ropy,elder flowers fragancy,heady elder flowers,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
359,258,258,594,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,19,"Musk odors , however , often of considerable strength , are very widely distributed in Nature , alike among animals and plants .",of considerable strength Musk odors,Olfactive,Quality,23,musk odors however often considerable strength widely distributed nature alike among animals plants,considerable strength musk odors,musk odors musk,1.0,0.5,1.0,0.5
