,index,Unnamed: 0,text,output,label,spellchecked_text,normalized_text,token,sentence,ref_type,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
497,480,664,the polar bear is holding on to a white case,['bear'],"[{'start': 10, 'end': 14, 'text': 'bear', 'labels': ['ENTITY']}]",the polar bear is holding on to a white case,polar bear hold white case,bear,the polar bear is holding on to a white case,Olfactive,polar bear holding white case,bear,white,0.0,0.0,0.0,0.0
498,283,410,the black cat is sitting in front of the television set. ,"['cat', 'television set']","[{'start': 10, 'end': 13, 'text': 'cat', 'labels': ['ENTITY']}, {'start': 41, 'end': 55, 'text': 'television set', 'labels': ['ENTITY']}]",the black cat is sitting in front of the television set,black cat sit television set,cat television set,the black cat is sitting in front of the television set. ,Olfactive,black cat sitting front television set,cat television set,television,1.0,0.3333333333333333,1.0,0.3333333333333333
499,703,943,a person that is on his cell phone in a car.,"['cell phone', 'person', 'car']","[{'start': 24, 'end': 34, 'text': 'cell phone', 'labels': ['ENTITY']}, {'start': 2, 'end': 8, 'text': 'person', 'labels': ['ENTITY']}, {'start': 40, 'end': 43, 'text': 'car', 'labels': ['ENTITY']}]",a person that is on his cell phone in a care,person cell phone care,cell phone person car,a person that is on his cell phone in a car.,Olfactive,person cell phone car,cell phone person car,cell,1.0,0.25,1.0,0.25
500,225,339,a woman in a yellow coat uses a red umbrella to shield herself from the rain.,"['woman', 'rain']","[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 72, 'end': 76, 'text': 'rain', 'labels': ['ENTITY']}]",a woman in a yellow coat uses a red umbrella to shield herself from the rain,woman yellow coat use red umbrella shield rain,woman rain,a woman in a yellow coat uses a red umbrella to shield herself from the rain.,Olfactive,woman yellow coat uses red umbrella shield rain,woman rain,umbrella,0.0,0.0,0.0,0.0
501,26,34,the large kitchen has wooden cabinets and drawers.,['kitchen'],"[{'start': 10, 'end': 17, 'text': 'kitchen', 'labels': ['ENTITY']}]",the large kitchen has wooden cabinets and drawers,large kitchen wooden cabinet drawer,kitchen,the large kitchen has wooden cabinets and drawers.,Olfactive,large kitchen wooden cabinets drawers,kitchen,draw,0.0,0.0,0.0,0.0
502,798,1058,a cabinet holds kitchen machines like a food processor,['kitchen machines'],"[{'start': 16, 'end': 32, 'text': 'kitchen machines', 'labels': ['ENTITY']}]",a cabinet holds kitchen machines like a food processor,cabinet hold kitchen machine food processor,kitchen machines,a cabinet holds kitchen machines like a food processor,Olfactive,cabinet holds kitchen machines like food processor,kitchen machines,machines,1.0,0.5,1.0,0.5
503,437,587,a close up of a sheet of paper with a piece of bread near two glasses of wine,"['paper', 'sheet', 'close', 'wine']","[{'start': 25, 'end': 30, 'text': 'paper', 'labels': ['ENTITY']}, {'start': 16, 'end': 21, 'text': 'sheet', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'close', 'labels': ['ENTITY']}, {'start': 73, 'end': 77, 'text': 'wine', 'labels': ['ENTITY']}]",a close up of a sheet of paper with a piece of bread near two glasses of wine,close sheet paper piece bread glass wine,paper sheet close wine,a close up of a sheet of paper with a piece of bread near two glasses of wine,Olfactive,close sheet paper piece bread near two glasses wine,paper sheet close wine,,0.0,0.0,0.0,0.0
504,891,1175,some baseball players playing baseball fans and an umpire,"['baseball players', 'baseball fans']","[{'start': 5, 'end': 21, 'text': 'baseball players', 'labels': ['ENTITY']}, {'start': 30, 'end': 43, 'text': 'baseball fans', 'labels': ['ENTITY']}]",some baseball players playing baseball fans and an umpire,baseball player play baseball fan umpire,baseball players baseball fans,some baseball players playing baseball fans and an umpire,Olfactive,baseball players playing baseball fans umpire,baseball players baseball fans,,0.0,0.0,0.0,0.0
505,364,494,a couple of boats are in a harbor,['boats'],"[{'start': 12, 'end': 17, 'text': 'boats', 'labels': ['ENTITY']}]",a couple of boats are in a harbor,couple boat harbor,boats,a couple of boats are in a harbor,Olfactive,couple boats harbor,boats,,0.0,0.0,0.0,0.0
506,229,343,fashion model in rain gear poses by a derelect building ,['rain gear'],"[{'start': 17, 'end': 26, 'text': 'rain gear', 'labels': ['ENTITY']}]",fashion model in rain gear poses by a derelict building,fashion model rain gear pose derelict building,rain gear,fashion model in rain gear poses by a derelect building ,Olfactive,fashion model rain gear poses derelect building,rain gear,,0.0,0.0,0.0,0.0
507,37,47,a bmw motorcycle sitting in a marina with boats. ,"['marina', 'bmw motorcycle']","[{'start': 30, 'end': 36, 'text': 'marina', 'labels': ['ENTITY']}, {'start': 2, 'end': 16, 'text': 'bmw motorcycle', 'labels': ['ENTITY']}]",a bmw motorcycle sitting in a marina with boats,motorcycle sit marina boat,marina bmw motorcycle,a bmw motorcycle sitting in a marina with boats. ,Olfactive,bmw motorcycle sitting marina boats,marina bmw motorcycle,marina,1.0,0.3333333333333333,1.0,0.3333333333333333
508,905,1193,a professional baseball player takes a swing in front of fans in a crowded stadium.,"['stadium', 'fans', 'baseball player']","[{'start': 75, 'end': 82, 'text': 'stadium', 'labels': ['ENTITY']}, {'start': 57, 'end': 61, 'text': 'fans', 'labels': ['ENTITY']}, {'start': 15, 'end': 30, 'text': 'baseball player', 'labels': ['ENTITY']}]",a professional baseball player takes a swing in front of fans in a crowded stadium,professional baseball player take swing fan crowded stadium,stadium fans baseball player,a professional baseball player takes a swing in front of fans in a crowded stadium.,Olfactive,professional baseball player takes swing front fans crowded stadium,stadium fans baseball player,,0.0,0.0,0.0,0.0
509,374,504,five men standing with backpacks and a police officer looking at them.,['men'],"[{'start': 5, 'end': 8, 'text': 'men', 'labels': ['ENTITY']}]",five men standing with backpacks and a police officer looking at them,man stand backpack police officer look,men,five men standing with backpacks and a police officer looking at them.,Olfactive,five men standing backpacks police officer looking,men,,0.0,0.0,0.0,0.0
510,469,645,a polar bear presses down on a plastic bin in a river.,"['river', 'bear']","[{'start': 48, 'end': 53, 'text': 'river', 'labels': ['ENTITY']}, {'start': 8, 'end': 12, 'text': 'bear', 'labels': ['ENTITY']}]",a polar bear presses down on a plastic bin in a river,polar bear press plastic bin river,river bear,a polar bear presses down on a plastic bin in a river.,Olfactive,polar bear presses plastic bin river,river bear,,0.0,0.0,0.0,0.0
511,907,1199,a large dining table set up buffet style with many bowls of food.,"['buffet style', 'dining table']","[{'start': 28, 'end': 40, 'text': 'buffet style', 'labels': ['ENTITY']}, {'start': 8, 'end': 20, 'text': 'dining table', 'labels': ['ENTITY']}]",a large dining table set up buffet style with many bowls of food,large dining table set buffet style bowl food,buffet style dining table,a large dining table set up buffet style with many bowls of food.,Olfactive,large dining table set buffet style many bowls food,buffet style dining table,dining,1.0,0.25,1.0,0.25
512,797,1057,assortment of kitchen appliances displayed in white cupboard.,['kitchen appliances'],"[{'start': 14, 'end': 32, 'text': 'kitchen appliances', 'labels': ['ENTITY']}]",assortment of kitchen appliances displayed in white cupboard,assortment kitchen appliance display white cupboard,kitchen appliances,assortment of kitchen appliances displayed in white cupboard.,Olfactive,assortment kitchen appliances displayed white cupboard,kitchen appliances,cup,0.0,0.0,0.0,0.0
513,680,914,three little boys eat a meal at a tiny table on a deck.,['boys'],"[{'start': 13, 'end': 17, 'text': 'boys', 'labels': ['ENTITY']}]",three little boys eat a meal at a tiny table on a deck,little boy eat meal tiny table deck,boys,three little boys eat a meal at a tiny table on a deck.,Olfactive,three little boys eat meal tiny table deck,boys,,0.0,0.0,0.0,0.0
514,194,306,a man and woman posing together for a picture.,"['woman', 'man']","[{'start': 10, 'end': 15, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man and woman posing together for a picture,man woman pose picture,woman man,a man and woman posing together for a picture.,Olfactive,man woman posing together picture,woman man,,0.0,0.0,0.0,0.0
515,800,1060,a couple of cabinets opened with juicers and blenders in them.,['blenders'],"[{'start': 45, 'end': 53, 'text': 'blenders', 'labels': ['ENTITY']}]",a couple of cabinets opened with juicers and blenders in them,couple cabinet open juicer blender,blenders,a couple of cabinets opened with juicers and blenders in them.,Olfactive,couple cabinets opened juicers blenders,blenders,ic,0.0,0.0,0.0,0.0
516,810,1074,a sitting area in a house with a dog,"['dog', 'area']","[{'start': 33, 'end': 36, 'text': 'dog', 'labels': ['ENTITY']}, {'start': 10, 'end': 14, 'text': 'area', 'labels': ['ENTITY']}]",a sitting area in a house with a dog,sit area house dog,dog area,a sitting area in a house with a dog,Olfactive,sitting area house dog,dog area,,0.0,0.0,0.0,0.0
517,503,698,"a dog with it's mouth open and head next to the window of a car, looking out of the vehicle.","['dog', 'vehicle', 'car']","[{'start': 2, 'end': 5, 'text': 'dog', 'labels': ['ENTITY']}, {'start': 84, 'end': 91, 'text': 'vehicle', 'labels': ['ENTITY']}, {'start': 60, 'end': 63, 'text': 'car', 'labels': ['ENTITY']}]",a dog with it's mouth open and head next to the window of a care looking out of the vehicle,dog mouth open head window care look vehicle,dog vehicle car,"a dog with it's mouth open and head next to the window of a car, looking out of the vehicle.",Olfactive,dog mouth open head next window car looking vehicle,dog vehicle car,,0.0,0.0,0.0,0.0
518,909,1201,a group of people seated around a dining table outdoors.,['dining table'],"[{'start': 34, 'end': 46, 'text': 'dining table', 'labels': ['ENTITY']}]",a group of people seated around a dining table outdoors,group people seat dining table,dining table,a group of people seated around a dining table outdoors.,Olfactive,group people seated around dining table outdoors,dining table,dining,1.0,0.5,1.0,0.5
519,778,1038,a living room scene with a couch and a television.,['television'],"[{'start': 39, 'end': 49, 'text': 'television', 'labels': ['ENTITY']}]",a living room scene with a couch and a television,live room scene couch television,television,a living room scene with a couch and a television.,Olfactive,living room scene couch television,television,living,0.0,0.0,0.0,0.0
520,579,790,a man suspended above the ocean on a knee board.,"['ocean', 'man']","[{'start': 26, 'end': 31, 'text': 'ocean', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man suspended above the ocean on a knee board,man suspend ocean knee board,ocean man,a man suspended above the ocean on a knee board.,Olfactive,man suspended ocean knee board,ocean man,,0.0,0.0,0.0,0.0
521,908,1200,a group of people seated around a dining table outdoors.,['dining table'],"[{'start': 34, 'end': 46, 'text': 'dining table', 'labels': ['ENTITY']}]",a group of people seated around a dining table outdoors,group people seat dining table,dining table,a group of people seated around a dining table outdoors.,Olfactive,group people seated around dining table outdoors,dining table,dining,1.0,0.5,1.0,0.5
522,162,268,two birds close to one another near some water ,"['water', 'birds']","[{'start': 41, 'end': 46, 'text': 'water', 'labels': ['ENTITY']}, {'start': 4, 'end': 9, 'text': 'birds', 'labels': ['ENTITY']}]",two birds close to one another near some water,bird close water,water birds,two birds close to one another near some water ,Olfactive,two birds close one another near water,water birds,,0.0,0.0,0.0,0.0
523,657,887,a delicious meal with veggie and meats to eat. ,['meats'],"[{'start': 33, 'end': 38, 'text': 'meats', 'labels': ['ENTITY']}]",a delicious meal with veggie and meats to eat,delicious meal veggie meat eat,meats,a delicious meal with veggie and meats to eat. ,Olfactive,delicious meal veggie meats eat,meats,ve,0.0,0.0,0.0,0.0
524,152,253,a couple of people are sitting on a wooden bench,['people'],"[{'start': 12, 'end': 18, 'text': 'people', 'labels': ['ENTITY']}]",a couple of people are sitting on a wooden bench,couple people sit wooden bench,people,a couple of people are sitting on a wooden bench,Olfactive,couple people sitting wooden bench,people,,0.0,0.0,0.0,0.0
525,713,953,two men are playing a video game as another sits watching.,"['men', 'video game']","[{'start': 4, 'end': 7, 'text': 'men', 'labels': ['ENTITY']}, {'start': 22, 'end': 32, 'text': 'video game', 'labels': ['ENTITY']}]",two men are playing a video game as another sits watching,man play video game sit watch,men video game,two men are playing a video game as another sits watching.,Olfactive,two men playing video game another sits watching,men video game,,0.0,0.0,0.0,0.0
526,655,885,three children sitting at a table eating food,['children'],"[{'start': 6, 'end': 14, 'text': 'children', 'labels': ['ENTITY']}]",three children sitting at a table eating food,child sit table eat food,children,three children sitting at a table eating food,Olfactive,three children sitting table eating food,children,,0.0,0.0,0.0,0.0
527,707,947,the woman talks on her cell phone while in the car.,"['cell phone', 'car']","[{'start': 23, 'end': 33, 'text': 'cell phone', 'labels': ['ENTITY']}, {'start': 47, 'end': 50, 'text': 'car', 'labels': ['ENTITY']}]",the woman talks on her cell phone while in the care,woman talk cell phone care,cell phone car,the woman talks on her cell phone while in the car.,Olfactive,woman talks cell phone car,cell phone car,cell,1.0,0.3333333333333333,1.0,0.3333333333333333
528,111,169,traffic light is red with two vehicles on other side in the distance.,"['traffic light', 'vehicles']","[{'start': 0, 'end': 13, 'text': 'traffic light', 'labels': ['ENTITY']}, {'start': 30, 'end': 38, 'text': 'vehicles', 'labels': ['ENTITY']}]",traffic light is red with two vehicles on other side in the distance,traffic light red vehicle distance,traffic light vehicles,traffic light is red with two vehicles on other side in the distance.,Olfactive,traffic light red two vehicles side distance,traffic light vehicles,,0.0,0.0,0.0,0.0
