,contains_ref,normalized_text,,,,
1755,True,moth likewise raise scale wing surface aware source scent attraction,,,,
467,False,,,,,
5,True,consideration occur making beautiful garden live fragrant plant flower,,,,
1246,True,long retention urine bladder stink,,,,
919,True,junior,,,,
228,False,procession wind discharge musket shake window town,,,,
1063,False,dry cop cut open palp grain dark reddish brown colour,,,,
242,False,lie geno beautiful confusion church monastery convent point sunny sky roof begin solitary convent parapet fashion gallery iron cross end early morning see little group dark veil nun glide sorrowful fro stop peep wake world,,,,
2175,False,,,,,
1160,False,discharge drink quantity hogshead vessel hold turn,,,,
2406,True,bud rose pluck green knot room clove throw glass bottle stop expose bottle hot sun week month use perfume snuff cleanse sweet smell,,,,
1526,True,case pulmonary gangrene compare example fetid bronchitis breath horrible sick vomit lie stethoscope,,,,
1605,False,ileum amygdala,,,,
2667,True,lump wake clay apple round apple hath smell taste apple,,,,
2223,True,arise admixture comparatively inconsiderable mean adopt prevent escape freely atmosphere shed,,,,
2434,True,herbal series comprise aromatic plant lavender spike peppermint rosemary thyme marjorie geranium patchouli wintergreen yield essential oil distillation,,,,
1989,False,,,,,
2248,True,early winter generally wear light olive coloured dress happen day attend room black clothe little strike intolerable smell acquire,,,,
1975,True,arrangement prevent escape offensive imperfect inasmuch little work carry premise present time effluvia proceeding probably little complaint,,,,
1761,True,glorious blue satin morph pride brazilian forest tree protrusible hemispherical anal appendage odoriferous vanilla brassolinse bulky south american progeny pencil erectile hair spot scale present,,,,
1305,True,effect produce saline pungent oil alter acid gland brain correct attenuate lymph success nervous glandulous humor prone stagnation acidity aromatic exciting motion correct activity render success nervous volatile deserve cephalic improbable volatile part dispose medicine circulate brain windy liquor disturb head,,,,
1541,False,case lung gangrenous blood rarely putrefy action septic ferment,,,,
622,False,privy wood dilapidated condition fastening,,,,
2209,False,alter manner suggest,,,,
1493,False,experiment power separate matter solution confirm previous statement professor way,,,,
110,False,worshipper listen drowsy haunt kneeling kind image taper whispering head bow selfsame dark confessional leave geno,,,,
1169,False,queen hear talk sea voyage take occasion divert melancholy ask understand handle sail oar little exercise rowing convenient health,,,,
232,False,long word smile flick whip peasant girl odd end echo,,,,
66,False,little piazza cold damp blow arch alternately sort pattern,,,,
2590,False,end ballet audience call ballet master curtain draw immediately melancholy man suit black lead stage cupid psyche midst smoke flame piece conclude express tell lady perceive stranger kindly take pain understand allegory glowing ardour love hail loud applause retire bowing air modest confusion psyche,,,,
2072,False,crow tar work map establish sulphate ammonia work year,,,,
536,False,small water butt hold gallon thing conduct comfort convenience cleanliness health shamefully deficient numerous house mention agenda paper visit inspector notice serve,,,,
125,False,desolation decay impress sense,,,,
1254,False,dram half salt,,,,
2377,False,easily take fire burn vith whitish reddish smoky flame,,,,
1976,False,,,,,
2355,False,fume nitric acid turn brown rise temperature,,,,
2222,False,manure prepare mixing guano oil vitriol open tank,,,,
2075,False,light oil rectify premise anthracite manufacture,,,,
484,False,let strife vain glory,,,,
1654,False,,,,,
2559,False,rake man swallow large dose prussic acid observe walk smoke pipe,,,,
2164,True,finch state opinion effluvia injurious health furnish specific information subject,,,,
2619,False,come madam plain dealing jewel,,,,
1774,True,prosecute entomological research virgin forest state bring consider sexual organ diffusion odour pencil tuft mane hair chalky silky velvety spot peculiar scale received margin pouch enclose pale white distinguish wing brilliant exotic male butterfly,,,,
918,False,fly large bee fine green gold colour chiefly import length voyage prevent bring advantage pack chest line tutelage tea fresh bring answer,,,,
1646,False,phosphoeatum,,,,
1026,False,dirt stone rubbish package happen good value uncertain buy let fine clear sort country take skin free stone dirt rubbish import pay duty high buyer calculate loss skin real disadvantage,,,,
1030,False,observe sound dry clean extremely light hollow,,,,
882,False,add pause,,,,
1335,False,acrid,,,,
2121,False,good method condensation,,,,
364,False,physics sickness,,,,
27,False,thing garden picture good lovely group hardy tree form hardy fruit include pedlar quince near japanese handsome crab beauty bloom brilliant fruit autumn,,,,
473,False,xiii,,,,
525,False,intercourse mark map mile length numerous winding fill dry mile half present extent,,,,
725,False,practical practise witness choose visit factory mess,,,,
55,False,red fowl,,,,
638,False,medical order rarely give relieve officer inhabitant year person die cholera let number speak,,,,
302,O O O O O O O O O O O O O O O O O O O O O O O O,If other Fruits that are colder and monster bee longed for , hate after the man Orange with a little fennel and salt .,fruit cold monster bee long hate man orange little fennel salt,,
2496,True,perfume keep leather bag learn sew wax thread,,,,
1276,True,horseradish leave bottle water month smell garlic pungent taste quick fly nose eye sal ammoniack conclude cretaceous kind properly constitute second degree volatile salt strong,,,,
2521,True,hudson indebte collection scented tell old yellow brown leave charming plant sweet fresh one,,,,
624,False,leaseholder declare employ metal speedily disappear premise,,,,
2055,True,river pungent odour building strongly mark vapour proceed shed irritate eye offensive smell,,,,
1280,True,class exulcerator acrid taste quick pungent scent depend salt plant wary have strong smell call wary exulcerator ranunculus anemone aron dragon ranunculus flame vesicatory pierce pore pungent acrimony irritate glandular cut send forth serum separate cuticle blister,,,,
1049,False,appear little lump seed fall sticklack artificial preparation,,,,
336,False,hearken alien advise rise meat remainder appetite house thereabout soon meat eat beginner digest hunger cease lib,,,,
47,False,inn series strange gallery surround yard coach waggon lot fowl firewood heap piggledy didn know take oath fowl cart,,,,
106,False,night act good attractive play,,,,
1079,False,year flat kind sell cent well round goodness,,,,
1144,False,time walk fresh molehill fall neck hole animal cast earth coin lie worth remember excuse spoil clothe,,,,
2282,False,mouse jar water stand mouth invert vessel water considerable quantity elastic matter call air soon generate weather cold check putrefaction,,,,
1836,True,tar tar work mention subject fractional distillation sufficient mean use prevent escape atmosphere offensive vapour distillate hot pitch,,,,
1753,True,small white butterfly belong male accord redolent thyme exotic fraternity scent describe,,,,
1101,True,internal membrane nostril keep moist well perception odour canal conduct tear office listen clean ball eye sack call lacrymal sack duct open nostril aperture duct form exquisite sensibility stimulate odorous particle dryness coldness air sack contract pour contain moisture organ smell,,,,
1968,False,greenwich marsh south river,,,,
523,False,contain foul ditch neighbourhood early sewer mill king mill tidal stream,,,,
1428,False,incidentally see regard characteristic race man especially,,,,
2495,True,rub mortar degree pound powder white grey add thoroughly incorporate powder sift hair sieve mix powder,,,,
603,False,case typhoid fever prove fatal single person age import havre de grace service,,,,
1489,False,report apply examination,,,,
2247,True,circumstance prevent resume investigation summer repeat experiment great variety coloured substance wool cotton silk satisfy friend odour attract nearly ratio caloric coloured substance,,,,
60,False,accomplish feat retire night hear hour fall asleep make joke outhouse apparently pillow smoke cigar party confidential friend,,,,
